관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
30200-00077,용산골,어린이공원,,대전광역시 유성구 용산동 717,36.41935256,127.3990201,1995,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00078,하기,어린이공원,,대전광역시 유성구 하기동 515,36.38841674,127.3205286,1531,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00079,은골,어린이공원,,대전광역시 유성구 궁동 499,36.35980732,127.3505818,2485,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00080,장수,어린이공원,,대전광역시 유성구 도룡동 398,36.3839794,127.3782617,3502,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00081,저들이,어린이공원,,대전광역시 유성구 죽동 617,36.38064771,127.3247599,3407.8,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00082,아래텃골,어린이공원,,대전광역시 유성구 하기동 562,36.38705392,127.3314199,3486,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00083,윗텃골,어린이공원,,대전광역시 유성구 하기동 550,36.38878237,127.330936,1562,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00084,초숯골,어린이공원,,대전광역시 유성구 하기동 539,36.38740332,127.3245948,1644,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00085,반석,어린이공원,,대전광역시 유성구 반석동 655,36.38968104,127.3146544,1512,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00086,양지말,어린이공원,,대전광역시 유성구 반석동 627,36.39330599,127.3129893,1502,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00087,회병골,어린이공원,,대전광역시 유성구 반석동 615,36.39336532,127.3096393,1520,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00088,안산,어린이공원,,대전광역시 유성구 지족동 878,36.37808911,127.3197154,1643,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00089,지족실,어린이공원,"대전광역시 유성구 노은서로210번길 40, (지족동)",대전광역시 유성구 지족동 859,36.37792677,127.3174433,2854,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00090,새미래,어린이공원,,대전광역시 유성구 지족동 845,36.38193709,127.3174084,1729,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00091,죽궁이,어린이공원,,대전광역시 유성구 지족동 890,36.37377204,127.3158636,1557,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00092,수정,어린이공원,,대전광역시 유성구 노은동 556-1,36.36490747,127.3158078,1887,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00093,속들,어린이공원,,대전광역시 유성구 노은동 536-5,36.36818322,127.3216509,1601,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00094,덕미,어린이공원,,대전광역시 유성구 노은동 509-7,36.36834029,127.3161569,1600,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00095,노은,어린이공원,,대전광역시 유성구 노은동 522-1,36.37069815,127.3207603,1994,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00096,논골,어린이공원,,대전광역시 유성구 노은동 520-2,36.37187661,127.320115,1853,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00097,창뜰,어린이공원,,대전광역시 유성구 노은동 490,36.37169651,127.3169739,1588,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00098,방아다리,어린이공원,,대전광역시 유성구 용산동 667,36.41806292,127.3934879,3015,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00099,윗관들,어린이공원,"대전광역시 유성구 관들3길 46, (관평동)",대전광역시 유성구 관평동 1007,36.42313245,127.3908391,4101,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00100,아래관들,어린이공원,,대전광역시 유성구 관평동 894,36.42419071,127.3862921,2960,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00101,배울골,어린이공원,,대전광역시 유성구 관평동 670,36.41977551,127.3882225,2647,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00102,한들,어린이공원,,대전광역시 유성구 관평동 667,36.42028761,127.3843936,3009,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00103,봉산2(둥구나무),어린이공원,,대전광역시 유성구 봉산동 297,36.43981623,127.3840904,4062,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00104,봉산,어린이공원,,대전광역시 유성구 봉산동 216,36.43586088,127.3879925,1496,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00105,장성,어린이공원,"대전광역시 유성구 봉산로40번길 31, (봉산동)",대전광역시 유성구 봉산동 186,36.43786012,127.3875943,1495,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00106,송강,어린이공원,"대전광역시 유성구 구즉로48번길 1, (송강동)",대전광역시 유성구 송강동 184,36.43333533,127.3857184,1495,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00107,엉고개,어린이공원,"대전광역시 유성구 구즉로 26, (송강동)",대전광역시 유성구 송강동 200-3,36.43147032,127.3840713,1572,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00108,아리,어린이공원,"대전광역시 유성구 엑스포로 492, (전민동)",대전광역시 유성구 전민동 466-2,36.40045242,127.4060215,3961,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00109,산수,어린이공원,"대전광역시 유성구 유성대로1665번길 8-25, (전민동)",대전광역시 유성구 전민동 265,36.40014915,127.3958454,2155,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00110,전광,어린이공원,"대전광역시 유성구 전민로18번길 22, (전민동)",대전광역시 유성구 전민동 369-1,36.39774367,127.4032017,2738,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00111,전민,어린이공원,"대전광역시 유성구 전민로34번길 43, (전민동)",대전광역시 유성구 전민동 346-6,36.39837317,127.401121,1945,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00112,말바위,어린이공원,"대전광역시 유성구 신성남로 91-9, (신성동)",대전광역시 유성구 신성동 151,36.38849431,127.3524075,1648,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00113,숯골,어린이공원,"대전광역시 유성구 신성로72번안길 42, (신성동)",대전광역시 유성구 신성동 129,36.39080086,127.3504822,1574,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00114,주막,어린이공원,"대전광역시 유성구 신성로 65, (신성동)",대전광역시 유성구 신성동 141-4,36.38976802,127.3479716,1667,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00115,장대4(동자산),어린이공원,,대전광역시 유성구 장대동 480,36.36107492,127.3336915,1528,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00116,장고개,어린이공원,,대전광역시 유성구 장대동 364,36.35935053,127.3394779,1927,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00117,호미,어린이공원,,대전광역시 유성구 장대동 345,36.36314601,127.3399159,1768,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00118,꼭두배,어린이공원,,대전광역시 유성구 장대동 323-1,36.36468289,127.3348408,3328,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00119,활골,어린이공원,"대전광역시 유성구 궁동로 60, 1호 외(궁동)",대전광역시 유성구 궁동 72-3,36.36400143,127.3512283,1279,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00120,어은,어린이공원,"대전광역시 유성구 대학로203번길 30, (어은동)",대전광역시 유성구 어은동 108-14,36.36266251,127.3553511,1781,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00121,덕명2(화산),어린이공원,,대전광역시 유성구 덕명동 598,36.34909693,127.2988885,2020,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00122,복용4(박산),어린이공원,,대전광역시 유성구 복용동 586,36.3435646,127.311815,2145,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00123,복용3(와룡),어린이공원,,대전광역시 유성구 복용동 612-1,36.34144381,127.3141852,1888,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00124,복용2(기은),어린이공원,,대전광역시 유성구 복용동 599-1,36.34256502,127.3163997,1826,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00125,구암1(로봇),어린이공원,,대전광역시 유성구 구암동 668,36.35947342,127.3071748,1502,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00126,덕명6(미로),어린이공원,,대전광역시 유성구 덕명동 584,36.3561129,127.3085651,4284,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00127,덕명3(시간),어린이공원,,대전광역시 유성구 덕명동 527,36.35734756,127.3045785,4181,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00128,덕명5(숲속),어린이공원,,대전광역시 유성구 덕명동 507,36.35987299,127.3031845,1772,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00129,구암2(궁말),어린이공원,,대전광역시 유성구 구암동 625-3,36.35170911,127.3298052,1540,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00130,흥도,어린이공원,,대전광역시 유성구 원신흥동 554,36.33389114,127.3396595,4518,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00131,남산,어린이공원,"대전광역시 유성구 유성대로626번길 20, (구암동)",대전광역시 유성구 구암동 628-1,36.34965155,127.3282513,1793,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00132,삼정,어린이공원,"대전광역시 유성구 계룡로16번길 83, 19호 (구암동)","대전광역시 유성구 구암동 603-1, 19",36.35287684,127.3310427,2317,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00133,창리,어린이공원,"대전광역시 유성구 계룡로26번길 18, (구암동)",대전광역시 유성구 구암동 588-9,36.35510592,127.3331963,1600,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00134,방죽,어린이공원,"대전광역시 유성구 월드컵대로275번길 48, (구암동)",대전광역시 유성구 구암동 618-1,36.35063856,127.3320868,1600,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00135,인삼,어린이공원,,대전광역시 유성구 구암동 614-6,36.34904416,127.3338495,1505,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00136,들말,어린이공원,"대전광역시 유성구 계룡로46번길 43, (봉명동)",대전광역시 유성구 봉명동 568-20,36.35335337,127.3356958,1371,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00137,진터,어린이공원,"대전광역시 유성구 계룡로52번길 77, (구암동)",대전광역시 유성구 구암동 609-1,36.35163225,127.3357438,1600,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00138,구암,어린이공원,"대전광역시 유성구 계룡로74번길 79-15, (봉명동)",대전광역시 유성구 봉명동 557-5,36.35114484,127.3388675,1600,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00139,원골,어린이공원,,대전광역시 유성구 봉명동 560-14,36.34912241,127.3398427,1030,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00140,봉명,어린이공원,,대전광역시 유성구 봉명동 451-6,36.35277897,127.3393885,1500,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00141,솔마루,어린이공원,"대전광역시 유성구 진잠로 172, (원내동)",대전광역시 유성구 원내동 81,36.30377152,127.3205049,6988,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00142,교촌2(돌샘),어린이공원,,대전광역시 유성구 교촌동 638-1,36.30206883,127.3145629,2438,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00143,교촌1,어린이공원,,대전광역시 유성구 교촌동 629,36.30427459,127.3154677,4760,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00144,청룡,어린이공원,"대전광역시 유성구 진잠로70번길 30, (원내동)",대전광역시 유성구 원내동 340-7,36.29810698,127.3178355,1507,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00145,원내,어린이공원,"대전광역시 유성구 진잠로102번길 50, (원내동)",대전광역시 유성구 원내동 206-5,36.30068537,127.318238,2000,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00146,도룡,어린이공원,,대전광역시 유성구 도룡동 387,36.38693885,127.3758485,19177,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00147,학하1(별밭),어린이공원,대전광역시 유성구 학하로 84(학하동),대전광역시 유성구 학하동 719-1,36.34076535,127.3058843,4336.2,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00148,학하2(별빛),어린이공원,,대전광역시 유성구 학하동 715-1,36.34192234,127.308408,3483.1,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00149,학하3(월봉),어린이공원,,대전광역시 유성구 학하동 783-3,36.33565882,127.3106361,1716.3,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00150,학하4(호산),어린이공원,,대전광역시 유성구 학하동 730,36.33867264,127.3062354,2857.8,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00151,학하5(학하),어린이공원,,대전광역시 유성구 학하동 745-5,36.33872741,127.3096866,1807.8,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00152,학하6(학무정),어린이공원,,대전광역시 유성구 학하동 763-4,36.33917321,127.3124223,2674.8,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00153,학하7(영당말),어린이공원,,대전광역시 유성구 학하동 778-1,36.33743411,127.3116482,2174.9,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00154,계산1(계산),어린이공원,,대전광역시 유성구 계산동 719,36.3431831,127.2995003,1859.1,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00155,계산3(원계산),어린이공원,,대전광역시 유성구 계산동 761-3,36.33642365,127.3000312,1630.8,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
30200-00157,은구비,역사공원,대전광역시 유성구 노은동로 166(지족동),대전광역시 유성구 지족동 920,36.37503773,127.3233626,112271,,,,,,,대전광역시 유성구청,042-611-2718,2026-05-12
