노선명,노선번호,시도명,시군구명,도로구간-기점,도로구간-종점,도로구간-기점(위도),도로구간-기점(경도),도로구간-종점(위도),도로구간-종점(경도),주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자
반석천(유성-77),,대전광역시,유성구,대전광역시 유성구 반석동 520(노은4지구),대전광역시 유성구 장대동 379(장현교),36.3887976,127.2978974,36.35880167,127.3414262,,6.2,,2.3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
화산천(유성-78),,대전광역시,유성구,대전광역시 유성구 계산동 720(화산제5교),대전광역시 유성구 학하동 767(학하2교),36.3438972,127.2993032,36.3385144,127.3144343,,3.4,,1.8,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
유성천(유성-79),,대전광역시,유성구,대전광역시 유성구 덕명동 570(구덕교),대전광역시 유성구 어은동 109(어은교),36.3586878,127.3072377,36.3620448,127.3563813,,5.2,,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
탄동천-1(유성-80),,대전광역시,유성구,대전광역시 유성구 자운동 36-7(자운대네거리),대전광역시 유성구 신성동 8-7,36.3959207,127.3477748,36.3805924,127.3563957,,2,,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
탄동천-2(유성-81),,대전광역시,유성구,대전광역시 유성구 구성동 456(구성교),대전광역시 유성구 구성동 410-1(매봉교),36.37571489,127.3663707,36.37421277,127.3784713,,1.4,,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
문지로(유성-82),대로3-24,대전광역시,유성구,대전광역시 유성구 문지동 679,대전광역시 유성구 문지동 661-5,36.3903442,127.4051499,36.3907147,127.4089928,,0.8,25,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
엑스포로(유성-83),대로3-25,대전광역시,유성구,대전광역시 유성구 문지동 679,대전광역시 유성구 문지동 632-7,36.3903442,127.4051499,36.3948146,127.405205,,0.65,25,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
계룡로(유성-84),광로2-6,대전광역시,유성구,대전광역시 유성구 봉명동 551-11(유성네거리),대전광역시 유성구 봉명동 1017-6(용반네거리),36.3538562,127.342154,36.3513364,127.347757,,1.2,50,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
도안동로(유성-85),소로도안3-2소로도안3-8,대전광역시,유성구,대전광역시 유성구 봉명동 1017-6(용반네거리),대전광역시 유성구 봉명동 1071(용반교),36.3513364,127.347757,36.3454088,127.3473804,,0.56,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
월드컵대로(유성-86),"소로 도안3-3,4,6,7",대전광역시,유성구,대전광역시 유성구 봉명동 1019-9,대전광역시 유성구 봉명동 1027-1(진터네거리),36.3487551,127.3470766,36.3489882,127.3419164,,1.4,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
월드컵대로(유성-87),소로 도안3-5,대전광역시,유성구,대전광역시 유성구 봉명동 1027-1(진터네거리),대전광역시 유성구 상대동 138-14(상대초등학교),36.3489882,127.3419164,36.3474351,127.3365039,,0.4,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
도안대로(유성-88),"소로 도안3-1,10소로 도안 2-13",대전광역시,유성구,대전광역시 유성구 봉명동 1055-1(원골네거리),대전광역시 유성구 봉명동 1016-1(유성네거리),36.3430028,127.3400841,36.3529709,127.3417826,,1.2,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
도안대로(유성-89),"소로 도안3-12,13",대전광역시,유성구,대전광역시 유성구 봉명동 1055-1(원골네거리),대전광역시 유성구 상대동 487(상대네거리),36.3430028,127.3400841,36.3396608,127.3354893,,1.16,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
상대서로(유성-90),소로 도안3-12,대전광역시,유성구,대전광역시 유성구 상대동 487(상대네거리),대전광역시 유성구 상대동 460-11,36.3396608,127.3354893,36.3381499,127.3328287,,0.25,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
원신흥로(유성-91),"소로 도안3-18,19,22,26,28,23,24,25,27",대전광역시,유성구,대전광역시 유성구 원신흥동 540-1,대전광역시 유성구 원신흥동 515-1,36.3379756,127.3387675,36.3383359,127.3485783,,1.9,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
도안동로(유성-92),"소로 도안3-11,22,28",대전광역시,유성구,대전광역시 유성구 원신흥동 487,대전광역시 유성구 원신흥동 521-2,36.344072,127.3460462,36.3370851,127.348934,,0.83,5,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
학산로(유성-93),"중로2-177, 중로2-178",대전광역시,유성구,대전광역시 유성구 계산동 749,대전광역시 유성구 계산동 748,36.33787191,127.3020685,36.3393126,127.3028421,학하천,1.04,15,4,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
학하서로(유성-94),중로2-180,대전광역시,유성구,대전광역시 유성구 덕명동 601-1,대전광역시 유성구 복용동 557-5,36.347673,127.3007623,36.3438786,127.3069345,한밭대학교,1.47,15,4,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
학하중앙로59번길(유성-95),중로2-175,대전광역시,유성구,대전광역시 유성구 덕명동 604-13,대전광역시 유성구 덕명동 605-5,36.3464931,127.3024439,36.345993,127.3016797,덕명중학교,0.26,15,2.1,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
복용로(유성-96),중로2-181,대전광역시,유성구,대전광역시 유성구 복용동 587-5,대전광역시 유성구 복용동 603-6,36.3432649,127.3114628,36.341220,127.3163266,,1.04,15,4,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
상대로(유성-97),중로도안12-264,대전광역시,유성구,대전광역시 유성구 상대동 461-3,대전광역시 유성구 상대동 467-2,36.3431429,127.3344683,36.3482935,127.3368977,유성중학교,1.18,20,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
대정로28번길(유성-98),중로2-220,대전광역시,유성구,대전광역시 유성구 대정동 311-1,대전광역시 유성구 대정동 139-4,36.3143313,127.3202586,36.3146786,127.324298,대정초등학교,0.4,15,1.4,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
대정남로(유성-99),대로1-21,대전광역시,유성구,대전광역시 유성구 대정동 303-3,대전광역시 유성구 교촌동 125-5,36.3120435,127.3189088,36.3118093,127.317363,모다아울렛,0.42,35,1.4,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
지족로(유성-100),대로3-102,대전광역시,유성구,대전광역시 유성구 지족동 1040,대전광역시 유성구 지족동 산24-23,36.3820522,127.3033414,36.3732297,127.3065405,새미래초등학교,2.4,25,1.3,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
계백로93번길(유성-101),,대전광역시,유성구,대전광역시 유성구 송정동 21-10,대전광역시 유성구 송정동 46-3,36.275943,127.2632581,36.2788164,127.2644555,,0.5,8,1.2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
유성대로720번길(유성-102),중로2-319,대전광역시,유성구,대전광역시 유성구 장대동 267-5(구암교네거리),대전광역시 유성구 장대동 12-7,36.3582703,127.3320553,36.3574737,127.336285,,0.71,15,2.5,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
대덕대로512번길(유성-103),중로1-137,대전광역시,유성구,대전광역시 유성구 도룡동 3-10,대전광역시 유성구 도룡동 4-16,36.3789123,127.3900348,36.3760317,127.397803,대전 엑스포 동측,0.98,20,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
엑스포로97번길(유성-104),중로1-136,대전광역시,유성구,대전광역시 유성구 도룡동 4,대전광역시 유성구 도룡동 4-19,36.3787207,127.3913403,36.3749893,127.3912914,대전 엑스포 동측,1.17,20,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
엑스포로123번길(유성-105),중로3-64,대전광역시,유성구,대전광역시 유성구 도룡동 4-6,대전광역시 유성구 도룡동 4-27,36.3781744,127.3920133,36.3750344,127.393063,대전 엑스포 동측,0.9,12,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
엑스포로123번길(유성-106),중로1-176,대전광역시,유성구,대전광역시 유성구 도룡동 4-20,대전광역시 유성구 도룡동 4-29,36.3766193,127.3910335,36.3770159,127.3928247,대전 엑스포 동측,0.53,20,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
엑스포로123번길(유성-107),중로1-177,대전광역시,유성구,대전광역시 유성구 도룡동 4-20,대전광역시 유성구 도룡동 4-19,36.3766193,127.3910335,36.3749893,127.3912914,대전 엑스포 동측,0.13,20,1.25,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
엑스포로123번길(유성-108),중로1-178,대전광역시,유성구,대전광역시 유성구 도룡동 4-15,대전광역시 유성구 도룡동 4-8,36.3767386,127.3967834,36.3761927,127.3939902,대전 엑스포 동측,0.33,20,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
(유성-109),,대전광역시,유성구,대전광역시 유성구 도룡동 164-6,대전광역시 유성구 도룡동 3-1,36.3743013,127.3854012,36.3778275,127.3823643,과학기술원,0.38,,1.8,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
유성대로(유성-110),대로1-29,대전광역시,유성구,대전광역시 유성구 장대동 271-5,대전광역시 유성구 장대동 267-5,36.3607495,127.3354326,36.3582703,127.3320553,,0.9,35,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
계룡로(유성-111),대로3-95,대전광역시,유성구,대전광역시 유성구 봉명동 553-2,대전광역시 유성구 구암동 586-1,36.3532606,127.3403875,36.3562492,127.331638,구암역,1.89,25,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
도안대로590번길(유성-112),중로1-261,대전광역시,유성구,대전광역시 유성구 봉명동 1016-8,대전광역시 유성구 봉명동 1016-1,36.3520755,127.3444864,36.3529709,127.3417826,,0.28,20,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
계룡로74번길(유성-113),중로1-14,대전광역시,유성구,대전광역시 유성구 봉명동 447-12,대전광역시 유성구 봉명동 557-19,36.3540651,127.3391885,36.3506061,127.3378697,온천1동행정복지센터,0.9,20,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
(유성-114),중로1-287,대전광역시,유성구,대전광역시 유성구 덕진동 산12-16,대전광역시 유성구 송강동 산10-19,36.4212885,127.3795447,36.4285733,127.3766318,,1.3,20,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
덕명동로(유성-115),중로1-152,대전광역시,유성구,대전광역시 유성구 구암동 672,대전광역시 유성구 덕명동 533-6,36.3591459,127.3085373,36.3574002,127.3074386,,0.52,20,5.5,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
덕명로(유성-116),중로1-149,대전광역시,유성구,대전광역시 유성구 덕명동 561-1,대전광역시 유성구 덕명동 502,36.3580691,127.3031317,36.3600489,127.3010973,,0.78,20,2.9,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
북유성대로(유성-117),중로1-172,대전광역시,유성구,대전광역시 유성구 지족동 941(은구비네거리),대전광역시 유성구 죽동 600,36.37700801,127.3251378,36.38137147,127.3234507,유성경찰서,0.84,20,2.2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
지족로364번길(유성-118),중로2-157,대전광역시,유성구,대전광역시 유성구 지족동 840-2,대전광역시 유성구 지족동 986-1,36.3830802,127.3190812,36.3864594,127.3174244,지족역,0.53,15,2.2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
지족동로(유성-119),중로1-226,대전광역시,유성구,대전광역시 유성구 지족동 1088,대전광역시 유성구 지족동 1060-1(덕산삼거리),36.3888745,127.3002486,36.37482671,127.3048023,새미래중학교,5.6,20,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
지족북로(유성-120),중로2-629,대전광역시,유성구,대전광역시 유성구 지족동 1090-1,대전광역시 유성구 지족동 1095-6,36.3890176,127.3031455,36.3894841,127.3074328,,0.41,15,4,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
지족북로(유성-121),"중로1-229, 중로1-232",대전광역시,유성구,대전광역시 유성구 지족동 1060-7,대전광역시 유성구 반석동 707,36.3858584,127.3038536,36.3896519,127.3037417,,0.93,20,4,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
유성대로1184번길(유성-122),"중로2-307, 중로2-308, 중로1-220",대전광역시,유성구,대전광역시 유성구 신성동 540,대전광역시 유성구 신성동 481,36.3942914,127.3514337,36.3958278,127.3538957,신성국가산업단지,0.8,20,2.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
유성대로1205번길(유성-123),중로2-309,대전광역시,유성구,대전광역시 유성구 자운동 567,대전광역시 유성구 자운동 577,36.3960199,127.352757,36.3949215,127.3512946,신성국가산업단지,0.42,15,2.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
신성로(유성-124),중로2-306,대전광역시,유성구,대전광역시 유성구 신성동 536,대전광역시 유성구 신성동 529,36.3939368,127.352529,36.3949885,127.3536797,신성국가산업단지,0.21,15,2.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
자운로(유성-125),,대전광역시,유성구,대전광역시 유성구 자운동 41-10,대전광역시 유성구 추목동 250,36.3966693,127.3478689,36.4157342,127.3485793,자운대,4.6,35,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
테크노3로(유성-126),중로1-13,대전광역시,유성구,대전광역시 유성구 관평동 884,대전광역시 유성구 관평동 805,36.4255387,127.3875626,36.4269321,127.3886334,,0.44,20,1.2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
테크노10로(유성-127),중로1-18,대전광역시,유성구,대전광역시 유성구 탑립동 847,대전광역시 유성구 탑립동 873,36.4154483,127.4133772,36.4163287,127.4073269,,1.35,20,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
테크노9로(유성-128),중로1-12,대전광역시,유성구,대전광역시 유성구 탑립동 699,대전광역시 유성구 탑립동 694,36.4226686,127.4081932,36.4200216,127.4068974,"대전세관, 국방기술연구소",0.87,20,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
테크노7로(유성-129),대로3-5,대전광역시,유성구,대전광역시 유성구 용산동 521,대전광역시 유성구 용산동 578,36.4258521,127.4031952,36.4244066,127.400686,,0.82,25,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
용산1로(유성-130),대로3-6,대전광역시,유성구,대전광역시 유성구 용산동 616,대전광역시 유성구 용산동 725,36.421707,127.3979189,36.4167326,127.3962178,,1.32,25,1.8,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
테크노1로(유성-131),중로1-21,대전광역시,유성구,대전광역시 유성구 관평동 1321,대전광역시 유성구 관평동 1337,36.4303846,127.3923202,36.432232,127.3887703,,0.86,20,1.2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
테크노4로(유성-132),대로3-2,대전광역시,유성구,대전광역시 유성구 관평동 689,대전광역시 유성구 관평동 699,36.4318495,127.396848,36.4203459,127.3872465,관평동 행정복지센터,3.76,25,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
테크노6로(유성-133),중로1-10,대전광역시,유성구,대전광역시 유성구 관평동 689,대전광역시 유성구 관평동 688,36.4318495,127.396848,36.4292989,127.3986186,,0.37,20,1.4,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
금남구즉로(유성-134),중로1-17,대전광역시,유성구,대전광역시 유성구 봉산동 127,대전광역시 유성구 봉산동 산58-3,36.4377424,127.3912925,36.4385472,127.3882858,갑천,0.7,20,1.5,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
구룡달전로(유성-135),중로1-93,대전광역시,유성구,대전광역시 유성구 봉산동 303,대전광역시 유성구 봉산동 302,36.4388919,127.3869669,36.4394026,127.3863941,,2.8,20,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
(유성-136),,대전광역시,유성구,대전광역시 유성구 봉산동 338-2,대전광역시 유성구 봉산동 272-4,36.4393517,127.3887591,36.4389146,127.3878814,갑천,0.12,,4.3,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
금남구즉로(유성-137),중로1-17,대전광역시,유성구,대전광역시 유성구 신동 657-1,대전광역시 유성구 신동 666-1,36.47469089,127.3649983,36.473637,127.3801755,,1.6,20,2.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
국제과학로(유성-138),중로1-신동1,대전광역시,유성구,대전광역시 유성구 신동 738,대전광역시 유성구 구룡동 산117-1,36.4733867,127.3687031,36.4487065,127.3562016,,6.82,20,4,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
국제과학9로(유성-139),중로1-둔곡2,대전광역시,유성구,대전광역시 유성구 둔곡동 401-4,대전광역시 유성구 둔곡동 408-2,36.4641869,127.3607375,36.4607324,127.3652733,,1.1,20,2,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
과학성장로(유성-140),중로1-둔곡3,대전광역시,유성구,대전광역시 유성구 둔곡동 404-4,대전광역시 유성구 구룡동 760-1,36.4600366,127.3615414,36.4519308,127.3591536,,3.2,20,2,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
수통골로(유성-141),,대전광역시,유성구,대전광역시 유성구 덕명동 475-18,대전광역시 유성구 계산동 766,36.345869,127.2898161,36.3449208,127.3001853,,0.8,8,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
동서대로(유성-142),"광로2-8, 광로2-14",대전광역시,유성구,대전광역시 유성구 학하동 30,대전광역시 유성구 상대동 569,36.3322777,127.3207265,36.3327293,127.3320952,,1.6,50,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
진잠천(유성-143),,대전광역시,유성구,대전광역시 유성구 복용동 456-162,대전광역시 유성구 원신흥동 137-1,36.3325279,127.3283209,36.3463531,127.3495142,진잠천,5.4,,2,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
진잠로(유성-144),,대전광역시,유성구,대전광역시 유성구 교촌동 644-16,대전광역시 유성구 원내동 65-4,36.3008462,127.3150981,36.2987688,127.3158734,진잠초등학교,0.21,20,3.5,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
배울1로(유성-145),대로2-3,대전광역시,유성구,대전광역시 유성구 와동 315,대전광역시 유성구 전민동 20-2(탑립삼거리),36.40796814,127.4191061,36.41026268,127.4141749,,0.83,30,2,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
용산1로(유성-146),대로3,대전광역시,유성구,대전광역시 유성구 용산동 754,대전광역시 유성구 용산동 754,36.4144992,127.3929903,36.4144992,127.3929903,호반써밋그랜드파크,1.08,25,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
용성로(유성-147),중로2,대전광역시,유성구,대전광역시 유성구 용산동 759,대전광역시 유성구 용산동 759,36.4146508,127.3908929,36.4146508,127.3908929,호반써밋그랜드파크,0.7,15,3.6,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
용성북로(유성-148),중로2,대전광역시,유성구,대전광역시 유성구 용산동 758,대전광역시 유성구 용산동 758,36.4154423,127.3923474,36.4154423,127.3923474,호반써밋그랜드파크,0.58,15,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
용성북로(유성-149),소로3,대전광역시,유성구,대전광역시 유성구 용산동 757,대전광역시 유성구 용산동 757,36.4162931,127.3930656,36.4162931,127.3930656,호반써밋그랜드파크,0.5,8,3.75,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
온천동로(유성-150),대로1-8,대전광역시,유성구,대전광역시 유성구 봉명동 669,대전광역시 유성구 봉명동 669,36.358410,127.3541828,36.358410,127.3541828,유성홈플러스,0.24,35,2,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
덕명로(유성-151),중로1덕명150,대전광역시,유성구,대전광역시 유성구 구암동 495-5,대전광역시 유성구 덕명동 569,36.3564091,127.3106005,36.3577459,127.3033575,미로공원,1.34,20,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
상대복용로(유성-152),대로1-38,대전광역시,유성구,대전광역시 유성구 용계동 184,대전광역시 유성구 상대동 583,36.332139,127.329672,36.3381808,127.3302998,복용초등학교,1.98,35,2.25,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
상대복용로29번길(유성-153),대로3,대전광역시,유성구,대전광역시 유성구 상대동 589,대전광역시 유성구 상대동 589,36.3361211,127.3310303,36.3361211,127.3310303,아이파크시티2단지,0.72,25,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
상대복용로29번길(유성-154),대로3,대전광역시,유성구,대전광역시 유성구 상대동 584,대전광역시 유성구 상대동 584,36.3370757,127.3325148,36.3370757,127.3325148,아이파크시티1단지,0.42,25,1.5,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
용산2로(유성-155),중로3,대전광역시,유성구,대전광역시 유성구 용산동 716,대전광역시 유성구 용산동 128-9,36.4200778,127.3983106,36.4162018,127.3964003,한미르대덕CC,0.7,12,3.5,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
송림로(유성-156),중로1,대전광역시,유성구,대전광역시 유성구 하기동 596,대전광역시 유성구 하기동 596,36.3872333,127.3235482,36.3872333,127.3235482,송림네거리,0.22,25,1.8,자전거전용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
복합환승로(유성-157),중로1-310,대전광역시,유성구,대전광역시 유성구 구암동 745,대전광역시 유성구 구암동 176-5,36.35517643,127.3278424,36.353239,127.3268061,구암다가온행복주택,0.41,25,3.1,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
유성대로653번길(유성-158),중로1-315,대전광역시,유성구,대전광역시 유성구 구암동 176-5,대전광역시 유성구 구암동 162-5,36.353239,127.3268061,36.3525367,127.328539,유성고네거리,0.38,25,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
관용로(유성-159),소로1관평2,대전광역시,유성구,대전광역시 유성구 용산동 764,대전광역시 유성구 용산동 764,36.4122721,127.3910006,36.4122721,127.3910006,호반써밋그랜드파크,0.65,12,3,자전거보행자겸용도로,Y,대전광역시 유성구청,042-611-2807,2025-06-10
